Alpha3,Country,Year,Fitch,Moody,S&P
JAM,Jamaica,2024,12.489859201353266,14.15370782435228,13.0
JOR,Jordan,2006,13.0,13.875,13.479873261119842
JOR,Jordan,2007,13.0,13.875,13.479873261119842
JOR,Jordan,2008,13.0,13.875,13.479873261119842
JOR,Jordan,2009,13.0,13.875,13.479873261119842
JOR,Jordan,2010,13.0,13.875,13.479873261119842
JOR,Jordan,2011,13.0,13.875,13.479873261119842
JOR,Jordan,2012,13.0,13.875,13.479873261119842
JOR,Jordan,2013,13.0,14.0,13.0
JOR,Jordan,2014,13.0,14.0,13.25
JOR,Jordan,2015,13.0,14.0,13.5
JOR,Jordan,2016,13.0,14.0,13.517557517530154
JOR,Jordan,2017,13.0,14.0,14.0
JOR,Jordan,2018,13.0,14.0,13.857142857142858
JOR,Jordan,2019,13.0,14.0,13.714285714285714
JOR,Jordan,2020,13.0,14.0,13.517557517530154
JOR,Jordan,2021,13.0,14.0,13.517557517530154
JOR,Jordan,2022,13.0,14.0,13.517557517530154
JOR,Jordan,2023,13.0,13.5,13.366820491888904
JOR,Jordan,2024,13.0,13.0,13.0
JPN,Japan,2006,4.701186637716038,4.633333333333337,4.5596206994546
JPN,Japan,2007,4.701186637716038,4.633333333333337,4.5596206994546
JPN,Japan,2008,4.701186637716038,4.633333333333337,4.5596206994546
JPN,Japan,2009,-0.187184312666897,3.0,3.185308940705817
JPN,Japan,2010,1.3092557741850204,3.5,3.606016621955444
JPN,Japan,2011,3.0,4.0,4.0
JPN,Japan,2012,3.0,4.333333333333333,4.25
JPN,Japan,2013,5.0,4.666666666666667,4.5
JPN,Japan,2014,5.0,5.0,4.716009607958997
JPN,Japan,2015,6.0,5.0,5.0
JPN,Japan,2016,6.0,5.0,4.906511264817144
JPN,Japan,2017,6.0,5.0,4.906511264817144
JPN,Japan,2018,6.0,5.0,4.906511264817144
JPN,Japan,2019,6.0,5.0,4.906511264817144
JPN,Japan,2020,6.0,5.0,4.906511264817144
JPN,Japan,2021,5.798576034740769,5.0,4.868139665704323
JPN,Japan,2022,5.798576034740769,5.0,4.868139665704323
JPN,Japan,2023,5.798576034740769,5.0,4.868139665704323
JPN,Japan,2024,4.701186637716038,4.633333333333337,4.5596206994546
KAZ,Kazakhstan,2006,9.0,9.0,9.39879532332312
KAZ,Kazakhstan,2007,9.0,9.0,9.39879532332312
KAZ,Kazakhstan,2008,10.0,9.0,10.051019895529109
KAZ,Kazakhstan,2009,10.0,8.838214917583842,9.921970167082687
KAZ,Kazakhstan,2010,10.0,7.862012915143524,9.0
KAZ,Kazakhstan,2011,9.0,7.501988916406818,8.0
KAZ,Kazakhstan,2012,8.0,8.482893356499135,8.25
KAZ,Kazakhstan,2013,8.0,9.0,8.5
KAZ,Kazakhstan,2014,8.0,9.0,8.746570751117131
KAZ,Kazakhstan,2015,8.0,9.0,9.0
KAZ,Kazakhstan,2016,9.0,9.0,10.0
KAZ,Kazakhstan,2017,9.0,10.0,10.0
KAZ,Kazakhstan,2018,9.0,10.0,10.0
KAZ,Kazakhstan,2019,9.0,10.0,10.19645680433944
KAZ,Kazakhstan,2020,9.0,9.5,9.79762606383128
KAZ,Kazakhstan,2021,8.952741343746762,9.0,9.367972066465322
KAZ,Kazakhstan,2022,9.756091724597582,9.0,10.0
KAZ,Kazakhstan,2023,9.756091724597582,9.0,10.0
KAZ,Kazakhstan,2024,9.012240787465007,8.0,8.609117584674628
KEN,Kenya,2007,,,14.0
KEN,Kenya,2008,,,14.0
KEN,Kenya,2009,,,14.0
KEN,Kenya,2010,,,14.0
KEN,Kenya,2011,,,14.0
KEN,Kenya,2012,,,14.0
KEN,Kenya,2013,,,14.0
KEN,Kenya,2014,,,14.0
KEN,Kenya,2015,,,14.0
KEN,Kenya,2016,,,14.0
KEN,Kenya,2017,,,14.0
KEN,Kenya,2018,,,14.0
KEN,Kenya,2019,,,14.0
KEN,Kenya,2020,,,14.333333333333334
KEN,Kenya,2021,,,14.666666666666666
KEN,Kenya,2022,,,15.0
KHM,Cambodia,2006,,15.0,14.4375
KHM,Cambodia,2007,,15.0,14.0
KHM,Cambodia,2008,,15.0,14.25
KHM,Cambodia,2009,,15.0,14.5
KHM,Cambodia,2010,,15.0,14.4375
KHM,Cambodia,2011,,15.0,15.0
KHM,Cambodia,2012,,15.0,14.4375
KHM,Cambodia,2013,,15.0,14.4375
KHM,Cambodia,2014,,15.0,14.4375
KHM,Cambodia,2015,,15.0,14.4375
KHM,Cambodia,2016,,15.0,14.4375
KHM,Cambodia,2017,,15.0,14.4375
KHM,Cambodia,2018,,15.0,14.4375
KHM,Cambodia,2019,,15.0,14.4375
KHM,Cambodia,2020,,15.0,14.4375
KHM,Cambodia,2021,,15.0,14.4375
KHM,Cambodia,2022,,15.0,14.4375
KHM,Cambodia,2023,,15.0,14.4375
KHM,Cambodia,2024,,15.0,14.4375
KOR,South Korea,2006,4.32924138359504,3.9166666666666665,4.230874013972983
KOR,South Korea,2007,5.276428243153595,6.0,12.264938619638484
KOR,South Korea,2008,5.0,5.666666666666667,10.892645432584327
KOR,South Korea,2009,5.0,5.333333333333333,9.71258586599316
KOR,South Korea,2010,5.0,5.0,8.532526299401994
KOR,South Korea,2011,5.0,4.5,6.762436949515248
KOR,South Korea,2012,5.0,4.0,5.0
KOR,South Korea,2013,4.0,4.0,4.666666666666667
KOR,South Korea,2014,4.0,4.0,4.333333333333333
KOR,South Korea,2015,4.0,4.0,4.0
KOR,South Korea,2016,4.0,3.6666666666666665,3.0
KOR,South Korea,2017,4.0,3.333333333333333,1.9368088585583347
KOR,South Korea,2018,4.0,3.0,0.7567492919671697
KOR,South Korea,2019,4.0,3.0,0.7567492919671697
KOR,South Korea,2020,4.0,3.0,0.7567492919671697
KOR,South Korea,2021,3.912479165389272,3.0,0.6958855874801593
KOR,South Korea,2022,3.912479165389272,3.0,0.6958855874801593
KOR,South Korea,2023,3.912479165389272,3.0,0.6958855874801593
KOR,South Korea,2024,3.912479165389272,3.0,0.6958855874801593
KWT,Kuwait,2006,3.4999988300315272,4.0,4.330679651200521
KWT,Kuwait,2007,2.999998169272636,3.0,3.4470850669312045
KWT,Kuwait,2008,3.0,3.0,3.4470857140102584
KWT,Kuwait,2009,3.0,3.0,3.4470857140102584
KWT,Kuwait,2010,3.0,3.0,3.4470857140102584
KWT,Kuwait,2011,3.0,3.0,3.0
KWT,Kuwait,2012,3.0,3.0000263264165854,3.111111111111111
KWT,Kuwait,2013,3.0,3.000024598448695,3.2222222222222223
KWT,Kuwait,2014,3.0,3.0,3.4470857140102584
KWT,Kuwait,2015,3.0,3.0,3.4470857140102584
KWT,Kuwait,2016,3.0,3.0,3.4470857140102584
KWT,Kuwait,2017,3.0,3.0,3.4470857140102584
KWT,Kuwait,2018,3.0,3.0,3.4470857140102584
KWT,Kuwait,2019,3.0,3.0,3.4470857140102584
KWT,Kuwait,2020,3.0,3.0,4.0
KWT,Kuwait,2021,3.5,4.0,5.0
KWT,Kuwait,2022,4.0,5.0,5.0
KWT,Kuwait,2023,3.999999490790419,5.0,5.214274235469837
KWT,Kuwait,2024,3.999999490790419,5.0,5.214274235469837
LBN,Lebanon,2006,16.0,15.543595373881333,16.571209079009307
LBN,Lebanon,2007,15.75,15.29775432820962,16.391064793033756
LBN,Lebanon,2008,15.5,15.051913282537909,16.210920507058212
LBN,Lebanon,2009,14.726479984771636,15.0,15.0
LBN,Lebanon,2010,15.0,14.0,15.25
LBN,Lebanon,2011,15.0,14.0,15.5
LBN,Lebanon,2012,15.0,14.0,15.669804957061308
LBN,Lebanon,2013,15.0,14.0,16.0
LBN,Lebanon,2014,15.0,15.0,16.333333333333332
LBN,Lebanon,2015,15.0,15.0,16.666666666666668
LBN,Lebanon,2016,16.0,15.0,16.395751678058346
LBN,Lebanon,2017,16.0,16.0,16.718523742320357
LBN,Lebanon,2018,16.0,16.5,16.879909774451363
LBN,Lebanon,2019,18.0,17.0,18.0
LBN,Lebanon,2020,21.0,20.0,20.0
LBN,Lebanon,2021,20.64721079956401,20.33333333333333,19.990840306345284
LBN,Lebanon,2022,20.96760799303908,20.666666666666668,20.2276070229308
LBN,Lebanon,2023,21.288005186514148,21.0,20.46437373951631
LBN,Lebanon,2024,16.77107244243828,16.29962572136828,17.126111422210286
LKA,Sri Lanka,2006,13.0,14.175798627209478,12.67458691159734
LKA,Sri Lanka,2007,13.5,17.870210382483197,6.0
LKA,Sri Lanka,2008,14.0,17.030285559731936,8.666666666666666
LKA,Sri Lanka,2009,14.0,15.73661903860948,11.333333333333332
LKA,Sri Lanka,2010,14.0,14.0,14.0
LKA,Sri Lanka,2011,13.0,14.0,14.125
LKA,Sri Lanka,2012,13.0,14.0,14.25
LKA,Sri Lanka,2013,13.0,14.0,12.968692241213848
LKA,Sri Lanka,2014,13.0,14.0,12.968692241213848
LKA,Sri Lanka,2015,13.0,14.0,12.968692241213848
LKA,Sri Lanka,2016,14.0,14.0,14.570126943037264
LKA,Sri Lanka,2017,14.0,14.0,14.570126943037264
LKA,Sri Lanka,2018,14.0,14.0,15.0
LKA,Sri Lanka,2019,15.0,14.5,15.5
LKA,Sri Lanka,2020,16.0,15.0,16.0
LKA,Sri Lanka,2021,20.0,17.0,17.0
LKA,Sri Lanka,2022,21.0,20.0,18.0
LKA,Sri Lanka,2023,19.79662646807078,20.0,13.8152427788291
LKA,Sri Lanka,2024,19.79662646807078,20.0,13.8152427788291
LTU,Lithuania,2006,6.0,6.0,5.375419390157046
LTU,Lithuania,2007,6.0,6.333333333333333,5.2162169390545134
LTU,Lithuania,2008,7.0,6.666666666666667,6.325715961140447
LTU,Lithuania,2009,9.0,7.0,9.0
LTU,Lithuania,2010,9.0,7.2,8.6
LTU,Lithuania,2011,9.0,7.4,8.2
LTU,Lithuania,2012,9.0,7.524432439218323,8.453443667131136
LTU,Lithuania,2013,9.0,7.524432439218323,8.453443667131136
LTU,Lithuania,2014,8.0,8.0,7.0
LTU,Lithuania,2015,7.0,7.0,6.75
LTU,Lithuania,2016,7.0,7.0,6.5
LTU,Lithuania,2017,7.0,7.0,6.166513510037915
LTU,Lithuania,2018,7.0,7.0,6.0
LTU,Lithuania,2019,7.0,7.0,5.5
LTU,Lithuania,2020,6.0,6.5,5.0
LTU,Lithuania,2021,5.723536971714932,6.0,5.0
LTU,Lithuania,2022,5.723536971714932,6.0,5.0
LTU,Lithuania,2023,6.082396359961495,6.0,5.5
LTU,Lithuania,2024,6.441255748208059,6.0,6.0
LUX,Luxembourg,2006,1.0,1.0,
LUX,Luxembourg,2007,1.0,1.0,
LUX,Luxembourg,2008,1.0,1.0,
LUX,Luxembourg,2009,1.0,1.0,
LUX,Luxembourg,2010,1.0,1.0,
LUX,Luxembourg,2011,1.0,1.0,
LUX,Luxembourg,2012,1.0,1.0,
LUX,Luxembourg,2013,1.0,1.0,
LUX,Luxembourg,2014,1.0,1.0,
LUX,Luxembourg,2015,1.0,1.0,
LUX,Luxembourg,2016,1.0,1.0,
LUX,Luxembourg,2017,1.0,1.0,
LUX,Luxembourg,2018,1.0,1.0,
LUX,Luxembourg,2019,1.0,1.0,
LUX,Luxembourg,2020,1.0,1.0,
LUX,Luxembourg,2021,1.0,1.0,
LUX,Luxembourg,2022,1.0,1.0,
LUX,Luxembourg,2023,1.0,1.0,
LUX,Luxembourg,2024,1.0,1.0,
LVA,Latvia,2006,7.930718857014915,7.445775204036997,7.123209970482475
LVA,Latvia,2007,7.0,7.136549937094771,5.86132098589228
LVA,Latvia,2008,8.0,7.0,7.323850110245599
LVA,Latvia,2009,11.0,8.0,11.390166515268753
LVA,Latvia,2010,11.0,8.25,11.0
LVA,Latvia,2011,10.0,8.5,10.5
LVA,Latvia,2012,10.0,8.13740373557118,10.0
LVA,Latvia,2013,9.0,9.0,8.0
LVA,Latvia,2014,8.0,8.0,7.0
LVA,Latvia,2015,7.0,7.0,6.75
LVA,Latvia,2016,7.0,7.0,6.5
LVA,Latvia,2017,7.0,7.0,5.892441857277942
LVA,Latvia,2018,7.0,7.0,6.0
LVA,Latvia,2019,7.0,7.0,5.5
LVA,Latvia,2020,7.0,7.0,5.0
LVA,Latvia,2021,6.452840782827296,7.0,5.0
LVA,Latvia,2022,6.452840782827296,7.0,5.0
LVA,Latvia,2023,6.766699547813725,7.0,5.5
LVA,Latvia,2024,7.080558312800156,7.0,6.0
MAR,Morocco,2006,10.0,11.0,10.610389610389612
MAR,Morocco,2007,10.0,11.0,10.610389610389612
MAR,Morocco,2008,10.0,11.0,10.610389610389612
MAR,Morocco,2009,10.0,11.0,10.610389610389612
MAR,Morocco,2010,10.0,11.0,10.0
MAR,Morocco,2011,10.0,11.0,10.090909090909092
MAR,Morocco,2012,10.0,11.0,10.181818181818182
MAR,Morocco,2013,10.0,11.0,10.610389610389612
MAR,Morocco,2014,10.0,11.0,10.610389610389612
MAR,Morocco,2015,10.0,11.0,10.610389610389612
MAR,Morocco,2016,10.0,11.0,10.610389610389612
MAR,Morocco,2017,10.0,11.0,10.610389610389612
MAR,Morocco,2018,10.0,11.0,10.610389610389612
MAR,Morocco,2019,10.0,11.0,10.610389610389612
MAR,Morocco,2020,10.0,11.0,10.610389610389612
MAR,Morocco,2021,10.0,11.0,11.0
MAR,Morocco,2022,10.0,11.0,11.0
MAR,Morocco,2023,10.0,11.0,11.0
MAR,Morocco,2024,10.0,11.0,11.0
MDA,Moldova,2006,,16.0,16.0
MDA,Moldova,2007,,16.0,16.0
MDA,Moldova,2008,,16.0,16.0
MDA,Moldova,2009,,16.0,16.0
MDA,Moldova,2010,,16.0,16.0
MDA,Moldova,2011,,16.0,16.0
MDA,Moldova,2012,,16.0,16.0
MDA,Moldova,2013,,16.0,16.0
MDA,Moldova,2014,,16.0,16.0
MDA,Moldova,2015,,16.0,16.0
MDA,Moldova,2016,,16.0,16.0
MDA,Moldova,2017,,16.0,16.0
MDA,Moldova,2018,,16.0,16.0
MDA,Moldova,2019,,16.0,16.0
MDA,Moldova,2020,,16.0,16.0
MDA,Moldova,2021,,16.0,16.0
MDA,Moldova,2022,,16.0,16.0
MDA,Moldova,2023,,16.0,16.0
MDA,Moldova,2024,,16.0,16.0
MEX,Mexico,2006,9.039834846264744,7.559239884664381,8.597742953643092
MEX,Mexico,2007,9.0,7.46581031055775,8.633111367580245
MEX,Mexico,2008,8.0,6.935809298562607,8.25717792657269
MEX,Mexico,2009,9.0,6.946437902011384,9.0
MEX,Mexico,2010,9.0,7.300516621567958,8.75
MEX,Mexico,2011,9.0,7.654595341124532,8.5
MEX,Mexico,2012,9.0,7.46581031055775,8.633111367580245
MEX,Mexico,2013,8.0,7.297338139576961,8.0
MEX,Mexico,2014,8.0,7.0,8.142857142857142
MEX,Mexico,2015,8.0,7.0,8.285714285714286
MEX,Mexico,2016,8.0,7.0,8.212491445698557
MEX,Mexico,2017,8.0,7.0,8.212491445698557
MEX,Mexico,2018,8.0,7.0,8.212491445698557
MEX,Mexico,2019,9.0,7.0,8.957386115598293
MEX,Mexico,2020,10.0,8.0,9.0
MEX,Mexico,2021,9.993751048652712,8.0,9.0
MEX,Mexico,2022,10.920891448287533,9.0,9.0
MEX,Mexico,2023,10.901192367912689,9.0,8.9812703112886
MEX,Mexico,2024,10.901192367912689,9.0,8.9812703112886
MLT,Malta,2006,5.269224181745463,6.277777777777778,7.400275962986749
MLT,Malta,2007,5.0,6.0,7.400500574053215
MLT,Malta,2008,5.0,5.0,7.400500574053215
MLT,Malta,2009,5.0,5.333333333333333,7.400500574053215
MLT,Malta,2010,5.091774439474535,5.666666666666667,7.400424007547966
MLT,Malta,2011,5.0,6.0,7.400500574053215
MLT,Malta,2012,5.0,7.0,7.0
MLT,Malta,2013,5.0,7.0,8.0
MLT,Malta,2014,6.0,7.0,7.666666666666667
MLT,Malta,2015,6.0,7.0,7.333333333333333
MLT,Malta,2016,6.0,7.0,7.0
MLT,Malta,2017,6.0,7.0,7.399666283964524
MLT,Malta,2018,5.0,7.0,7.400500574053215
MLT,Malta,2019,5.0,6.0,7.400500574053215
MLT,Malta,2020,5.0,6.0,7.400500574053215
MLT,Malta,2021,5.18856520798595,6.0,7.40034325596912
MLT,Malta,2022,5.18856520798595,6.0,7.40034325596912
MLT,Malta,2023,5.18856520798595,6.0,7.40034325596912
MLT,Malta,2024,5.18856520798595,6.0,7.40034325596912
MNE,Montenegro,2006,,13.425636137801872,14.000820705167724
MNE,Montenegro,2007,,13.425636137801872,14.000820705167724
MNE,Montenegro,2008,,12.0,12.146157491204848
MNE,Montenegro,2009,,13.0,13.447094781432703
MNE,Montenegro,2010,,13.0,12.0
MNE,Montenegro,2011,,13.0,12.5
MNE,Montenegro,2012,,13.015435587481806,13.0
MNE,Montenegro,2013,,13.220378755149994,13.5
MNE,Montenegro,2014,,13.0,14.0
MNE,Montenegro,2015,,13.5,14.142857142857142
MNE,Montenegro,2016,,14.0,14.285714285714286
MNE,Montenegro,2017,,14.0,14.748032071660562
MNE,Montenegro,2018,,14.0,14.748032071660562
MNE,Montenegro,2019,,14.0,14.748032071660562
MNE,Montenegro,2020,,14.0,14.748032071660562
MNE,Montenegro,2021,,14.0,15.0
MNE,Montenegro,2022,,14.0,15.0
MNE,Montenegro,2023,,13.5,15.0
MNE,Montenegro,2024,,13.0,15.0
MNG,Mongolia,2006,14.689529776160558,14.938208901627306,14.33982030117481
MNG,Mongolia,2007,14.0,13.696071282550456,13.0
MNG,Mongolia,2008,14.0,13.752700652925142,13.142857142857142
MNG,Mongolia,2009,15.0,14.0,13.285714285714286
MNG,Mongolia,2010,14.0,14.0,13.699044704874876
MNG,Mongolia,2011,14.0,14.0,13.699044704874876
MNG,Mongolia,2012,14.0,13.969494146907966,13.685932299354707
MNG,Mongolia,2013,14.0,13.969494146907966,13.685932299354707
MNG,Mongolia,2014,14.0,14.0,14.0
MNG,Mongolia,2015,15.0,14.5,15.0
MNG,Mongolia,2016,15.0,15.0,16.0
MNG,Mongolia,2017,16.0,17.0,15.5
MNG,Mongolia,2018,15.0,16.0,15.0
MNG,Mongolia,2019,15.0,16.0,14.833333333333334
MNG,Mongolia,2020,15.150104646860436,16.0,14.666666666666666
MNG,Mongolia,2021,15.202051851134248,16.0,14.97274666137201
MNG,Mongolia,2022,15.202051851134248,16.0,14.97274666137201
MNG,Mongolia,2023,15.202051851134248,16.0,14.97274666137201
MNG,Mongolia,2024,14.65527577062689,15.0,14.0
MOZ,Mozambique,2006,15.793221501326467,16.61531944482194,16.34078482333746
MOZ,Mozambique,2007,11.180132050877456,15.437398140332624,14.0
MOZ,Mozambique,2008,11.462066489728446,15.509392013804836,14.142857142857142
MOZ,Mozambique,2009,11.744000928579442,15.581385887277047,14.285714285714286
MOZ,Mozambique,2010,15.793221501326467,16.61531944482194,16.34078482333746
MOZ,Mozambique,2011,15.0,16.408467537868223,16.116053678063693
MOZ,Mozambique,2012,15.0,16.408467537868223,16.116053678063693
MOZ,Mozambique,2013,4.0,14.0,12.998615806029846
MOZ,Mozambique,2014,14.0,14.5,15.0
MOZ,Mozambique,2015,14.0,15.0,16.0
MOZ,Mozambique,2016,15.0,16.0,20.0
MOZ,Mozambique,2017,22.0,17.0,19.0
MOZ,Mozambique,2018,22.0,18.0,18.0
MOZ,Mozambique,2019,22.0,19.0,17.0
MOZ,Mozambique,2020,20.33333333333333,18.666666666666668,17.62521942240059
MOZ,Mozambique,2021,18.666666666666668,18.33333333333333,17.152813170900142
MOZ,Mozambique,2022,17.0,18.0,16.680406919399694
MOZ,Mozambique,2023,19.305344552038157,18.0,17.334823069970295
MOZ,Mozambique,2024,15.793221501326467,16.61531944482194,16.34078482333746
MUS,Mauritius,2006,,8.5875,10.0
MUS,Mauritius,2007,,9.0,10.0
MUS,Mauritius,2008,,8.8,10.0
MUS,Mauritius,2009,,8.6,10.0
MUS,Mauritius,2010,,8.5875,10.0
MUS,Mauritius,2011,,8.5875,10.0
MUS,Mauritius,2012,,8.0,10.0
MUS,Mauritius,2013,,8.0,10.0
MUS,Mauritius,2014,,8.0,10.0
MUS,Mauritius,2015,,8.0,10.0
MUS,Mauritius,2016,,8.0,10.0
MUS,Mauritius,2017,,8.0,10.0
MUS,Mauritius,2018,,8.0,10.0
MUS,Mauritius,2019,,8.0,10.0
MUS,Mauritius,2020,,8.0,10.0
MUS,Mauritius,2021,,9.0,10.0
MUS,Mauritius,2022,,10.0,10.0
MUS,Mauritius,2023,,10.0,10.0
MUS,Mauritius,2024,,10.0,10.0
MYS,Malaysia,2006,7.0,7.0,7.0
MYS,Malaysia,2007,7.0,7.0,7.0
MYS,Malaysia,2008,7.0,7.0,7.0
MYS,Malaysia,2009,7.0,7.0,7.0
MYS,Malaysia,2010,7.0,7.0,7.0
MYS,Malaysia,2011,7.0,7.0,7.0
MYS,Malaysia,2012,7.0,7.0,7.0
MYS,Malaysia,2013,7.0,7.0,7.0
MYS,Malaysia,2014,7.0,7.0,7.0
MYS,Malaysia,2015,7.0,7.0,7.0
MYS,Malaysia,2016,7.0,7.0,7.0
MYS,Malaysia,2017,7.0,7.0,7.0
MYS,Malaysia,2018,7.0,7.0,7.0
MYS,Malaysia,2019,7.0,7.0,7.0
MYS,Malaysia,2020,7.0,7.0,7.0
MYS,Malaysia,2021,7.0,7.0,7.0
MYS,Malaysia,2022,7.0,7.0,7.0
MYS,Malaysia,2023,7.0,7.0,7.0
MYS,Malaysia,2024,7.0,7.0,7.0
NAM,Namibia,2006,,12.400250263779128,14.961307131866796
NAM,Namibia,2007,,12.400250263779128,14.961307131866796
NAM,Namibia,2008,,12.400250263779128,14.961307131866796
NAM,Namibia,2009,,12.400250263779128,14.961307131866796
NAM,Namibia,2010,,12.407551197710044,10.0
NAM,Namibia,2011,,12.401664899009427,14.0
NAM,Namibia,2012,,12.401664899009427,14.0
NAM,Namibia,2013,,12.401664899009427,14.0
NAM,Namibia,2014,,12.400193324334277,15.0
NAM,Namibia,2015,,12.400193324334277,15.0
NAM,Namibia,2016,,10.0,15.0
NAM,Namibia,2017,,11.0,15.0
NAM,Namibia,2018,,11.6,15.0
NAM,Namibia,2019,,12.2,18.0
NAM,Namibia,2020,,12.392835450958504,20.0
NAM,Namibia,2021,,12.397985962321544,16.5
NAM,Namibia,2022,,14.0,13.0
NAM,Namibia,2023,,14.0,14.95980348900098
NAM,Namibia,2024,,14.0,14.95980348900098
NGA,Nigeria,2006,,,13.0
NGA,Nigeria,2007,,,13.0
NGA,Nigeria,2008,,,13.0
NGA,Nigeria,2009,,,13.0
NGA,Nigeria,2010,,,13.0
NGA,Nigeria,2011,,,13.0
NGA,Nigeria,2012,,,13.0
NGA,Nigeria,2013,,,13.0
NGA,Nigeria,2014,,,13.0
NGA,Nigeria,2015,,,13.0
NGA,Nigeria,2016,,,14.0
NGA,Nigeria,2017,,,14.0
NGA,Nigeria,2018,,,14.0
NGA,Nigeria,2019,,,14.0
NGA,Nigeria,2020,,,15.0
NGA,Nigeria,2021,,,15.5
NGA,Nigeria,2022,,,16.0
NIC,Nicaragua,2006,14.6,15.533333333333331,15.0
NIC,Nicaragua,2007,14.6,15.533333333333331,15.0
NIC,Nicaragua,2008,14.6,15.533333333333331,15.0
NIC,Nicaragua,2009,14.6,15.533333333333331,15.0
NIC,Nicaragua,2010,14.6,16.0,15.0
NIC,Nicaragua,2011,14.6,16.0,15.0
NIC,Nicaragua,2012,14.6,16.0,15.0
NIC,Nicaragua,2013,14.6,16.0,15.0
NIC,Nicaragua,2014,14.6,15.5,15.0
NIC,Nicaragua,2015,14.0,15.0,15.0
NIC,Nicaragua,2016,14.0,15.0,15.0
NIC,Nicaragua,2017,14.0,15.0,15.0
NIC,Nicaragua,2018,15.0,15.0,15.0
NIC,Nicaragua,2019,16.0,15.0,15.0
NIC,Nicaragua,2020,14.6,16.0,15.0
NIC,Nicaragua,2021,14.6,16.0,15.0
NIC,Nicaragua,2022,14.6,16.0,15.0
NIC,Nicaragua,2023,14.6,15.5,15.0
NIC,Nicaragua,2024,14.6,15.0,15.0
NLD,Netherlands,2006,1.0,1.0,1.5
NLD,Netherlands,2007,1.0,1.0,1.5
NLD,Netherlands,2008,1.0,1.0,1.5
NLD,Netherlands,2009,1.0,1.0,1.5
NLD,Netherlands,2010,1.0,1.0,1.5
NLD,Netherlands,2011,1.0,1.0,1.5
NLD,Netherlands,2012,1.0,1.0,1.5
NLD,Netherlands,2013,1.0,1.0,2.0
NLD,Netherlands,2014,1.0,1.0,1.5
NLD,Netherlands,2015,1.0,1.0,1.0
NLD,Netherlands,2016,1.0,1.0,1.5
NLD,Netherlands,2017,1.0,1.0,1.5
NLD,Netherlands,2018,1.0,1.0,1.5
NLD,Netherlands,2019,1.0,1.0,1.5
NLD,Netherlands,2020,1.0,1.0,1.5
NLD,Netherlands,2021,1.0,1.0,1.5
NLD,Netherlands,2022,1.0,1.0,1.5
NLD,Netherlands,2023,1.0,1.0,1.5
NLD,Netherlands,2024,1.0,1.0,1.5
NOR,Norway,2006,1.0,1.0,
NOR,Norway,2007,1.0,1.0,
NOR,Norway,2008,1.0,1.0,
NOR,Norway,2009,1.0,1.0,
NOR,Norway,2010,1.0,1.0,
NOR,Norway,2011,1.0,1.0,
NOR,Norway,2012,1.0,1.0,
NOR,Norway,2013,1.0,1.0,
NOR,Norway,2014,1.0,1.0,
NOR,Norway,2015,1.0,1.0,
NOR,Norway,2016,1.0,1.0,
NOR,Norway,2017,1.0,1.0,
NOR,Norway,2018,1.0,1.0,
NOR,Norway,2019,1.0,1.0,
NOR,Norway,2020,1.0,1.0,
NOR,Norway,2021,1.0,1.0,
NOR,Norway,2022,1.0,1.0,
NOR,Norway,2023,1.0,1.0,
NOR,Norway,2024,1.0,1.0,
NZL,New Zealand,2006,2.7857142857142856,1.0,2.5160495633657574
NZL,New Zealand,2007,2.7857142857142856,1.0,2.5160495633657574
NZL,New Zealand,2008,2.7857142857142856,1.0,2.5160495633657574
NZL,New Zealand,2009,2.0,1.0,1.117285720984429
NZL,New Zealand,2010,2.5,1.0,2.007408166136184
NZL,New Zealand,2011,3.0,1.0,3.0
NZL,New Zealand,2012,3.0,1.0,2.9
NZL,New Zealand,2013,3.0,1.0,2.8
NZL,New Zealand,2014,3.0,1.0,2.897530611287938
NZL,New Zealand,2015,3.0,1.0,2.897530611287938
NZL,New Zealand,2016,3.0,1.0,2.897530611287938
NZL,New Zealand,2017,3.0,1.0,2.897530611287938
NZL,New Zealand,2018,3.0,1.0,2.897530611287938
NZL,New Zealand,2019,3.0,1.0,2.897530611287938
NZL,New Zealand,2020,3.0,1.0,2.897530611287938
NZL,New Zealand,2021,2.5,1.0,2.0
NZL,New Zealand,2022,2.0,1.0,1.117285720984429
NZL,New Zealand,2023,2.7857142857142856,1.0,2.5160495633657574
NZL,New Zealand,2024,2.7857142857142856,1.0,2.5160495633657574
OMN,Oman,2006,7.440620246591845,7.0,8.248004690380268
OMN,Oman,2007,6.303597451986613,6.0,6.0
OMN,Oman,2008,6.142437623058123,5.666666666666667,6.125
OMN,Oman,2009,5.981277794129631,5.333333333333333,6.25
OMN,Oman,2010,5.83743238545298,5.0,6.444491654169482
OMN,Oman,2011,5.83743238545298,5.0,6.444491654169482
OMN,Oman,2012,5.83743238545298,5.0,6.444491654169482
OMN,Oman,2013,8.525129682068139,8.352941176470592,9.468028214875805
OMN,Oman,2014,8.525129682068139,8.352941176470592,9.468028214875805
OMN,Oman,2015,5.975841883227429,5.0,7.0
OMN,Oman,2016,7.87714436495611,7.0,10.0
OMN,Oman,2017,9.0,9.0,11.0
OMN,Oman,2018,10.0,10.0,11.666666666666666
OMN,Oman,2019,11.0,11.0,12.333333333333334
OMN,Oman,2020,12.0,12.0,13.0
OMN,Oman,2021,12.0,13.0,14.0
OMN,Oman,2022,12.0,13.0,13.0
